,shootmass,leafnum,nodulenum,meannodulemass,totalnodulemass,chloro,harvester,harvestdate,plant_age,strain,nitrogen,field,plot,plantspori,plantpopori,plantsprear,plantpoprear,type,dataset_year
927,0.09,4,31,0.5322000,16.4972000,32.3,TG,8/6/19,49,236C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
928,0.17,5,26,1.8030000,46.8780000,44.3,JL,8/2/19,45,225A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
929,0.02,3,31,0.6477000,20.0800000,22.8,JL,8/2/19,39,108,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
930,0.03,3,13,0.6410000,8.3330000,36.3,JL,8/2/19,41,262,Nitrogen,2,2N,T. repens,NA,NA,NA,treat,2018
931,0.06,3,38,0.2384000,9.0592000,28.9,SJ,8/6/19,37,449,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
932,0.03,4,20,0.9999000,19.9980000,30.1,JL,8/2/19,45,231,Nitrogen,6,6N,T. repens,NA,NA,NA,treat,2018
933,0.02,2,12,0.3495000,4.1940000,34.1,CA,8/15/19,41,438,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
934,0.03,3,62,0.3080000,19.0960000,18.3,JL,8/3/19,42,164A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
935,0.03,4,10,1.1033000,11.0330000,33.6,JL,8/5/19,44,643,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
936,0.04,4,18,0.7936000,14.2850000,37.9,JL,8/5/19,48,74,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
937,0.11,7,18,1.0795000,19.4310000,37.9,JL,8/5/19,48,372B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
938,0.01,3,0,0.0000000,0.0000000,22.6,JL,8/5/19,47,51B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
939,0.10,6,42,1.1976000,50.2992000,38.6,JL,8/2/19,45,61,Nitrogen,5,5N,T. pratense,NA,NA,NA,treat,2018
940,0.02,1,11,0.2961000,3.2570000,35.8,CA,8/15/19,37,175A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
941,0.04,2,32,0.4285000,13.7120000,39,CA,8/15/19,41,225A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
942,0.05,4,16,1.6350000,26.1600000,29.8,JL,8/2/19,44,460,Control,3,3C,T. repens,NA,NA,NA,treat,2018
943,0.03,NA,45,0.3404000,15.3165000,28.3,MH,8/19/19,41,460,Control,3,3C,T. repens,NA,NA,NA,treat,2018
944,0.02,2,8,0.6819000,5.4550000,40.6,CA,8/15/19,37,45A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
945,0.03,3,3,0.6297000,1.8890000,29.6,SJ,8/6/19,41,34A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
946,0.04,5,21,0.9616000,20.1943000,34.1,TG,7/31/19,43,636,Control,1,1C,T. repens,NA,NA,NA,treat,2018
947,0.10,6,72,1.1590000,83.4504000,32.6,TG,7/31/19,43,449,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
948,0.15,6,89,0.7395000,65.8185000,44.7,TG,7/31/19,42,218A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
949,0.04,5,96,0.0545000,5.2288000,16.3,JL,8/1/19,42,125A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
950,0.03,4,15,0.6490000,9.7350000,26.3,JL,7/31/19,37,372B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
951,0.11,6,53,1.4053000,74.4827000,44.4,TG,8/1/19,42,773,Nitrogen,4,4N,T. pratense,NA,NA,NA,treat,2018
952,0.01,3,3,0.0600000,0.1800000,NA,SJ,8/6/19,41,262,Nitrogen,2,2N,T. repens,NA,NA,NA,treat,2018
953,0.06,5,16,1.1930000,19.0880000,39,TG,8/1/19,40,228,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
954,0.01,NA,15,0.0873000,1.3100000,NA,MH,8/19/19,45,228,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
955,0.11,4,4,2.8958000,11.5830000,37.6,SJ,8/6/19,37,61,Nitrogen,5,5N,T. pratense,NA,NA,NA,treat,2018
956,0.13,5,12,1.9818000,23.7820000,38.3,SJ,8/6/19,41,310B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
957,0.18,5,36,0.4303000,15.4908000,44.6,SJ,8/6/19,41,175A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
958,0.08,6,17,0.7537000,12.8130000,40.3,TG,8/1/19,44,74,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
959,0.03,4,32,0.3901000,12.4843000,33.8,TG,8/1/19,44,758,Control,1,1C,T. repens,NA,NA,NA,treat,2018
960,0.20,5,9,0.5011000,4.5100000,44,SJ,8/6/19,41,236C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
961,0.01,2,12,0.4480000,5.3760000,38.6,TG,8/1/19,40,298A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
962,0.04,6,21,0.7582000,15.9213000,38.7,TG,8/1/19,44,160,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
963,0.11,7,23,1.0865000,24.9890000,38.6,TG,8/1/19,44,100,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
964,0.13,3,27,0.6708000,18.1120000,40.1,CA,8/15/19,37,295A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
965,0.01,2,22,0.1576000,3.4672000,28,TG,8/1/19,38,758,Control,1,1C,T. repens,NA,NA,NA,treat,2018
966,0.11,6,19,2.3885000,45.3820000,40.1,JL,8/1/19,44,375C,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
967,0.00,2,4,0.1063000,0.4250000,NA,SJ,8/6/19,41,699,Nitrogen,5,5N,T. repens,NA,NA,NA,treat,2018
968,0.02,3,14,0.4433000,6.2060000,27.2,JL,8/1/19,38,51D,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
969,0.03,3,26,0.2130000,5.5370000,39.3,SJ,8/6/19,41,460,Control,3,3C,T. repens,NA,NA,NA,treat,2018
970,0.07,2,6,0.2227000,1.3360000,38.6,MH,8/15/19,37,56,Nitrogen,5,5N,T. repens,NA,NA,NA,treat,2018
971,0.10,8,20,1.2162000,24.3230000,43.5,JL,8/1/19,44,110,Control,4,4C,T. repens,NA,NA,NA,treat,2018
972,0.03,4,12,1.5618000,18.7410000,9.4,JL,8/1/19,40,73A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
973,0.04,5,24,0.7927000,19.0240000,39.1,JL,8/1/19,44,101A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
974,0.03,3,12,0.6828000,8.1940000,40.5,JL,8/1/19,43,262,Nitrogen,2,2N,T. repens,NA,NA,NA,treat,2018
975,0.04,2,11,0.8380000,9.2180000,32,MH,8/15/19,41,377B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
976,0.04,5,6,2.2713000,13.6280000,27.5,JL,8/1/19,44,493,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
977,0.03,4,10,0.6127000,6.1270000,30.8,JL,8/1/19,44,105A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
978,0.17,8,35,1.7989000,62.9615000,43,JL,8/1/19,44,318,Control,2,2C,T. pratense,NA,NA,NA,treat,2018
979,0.04,4,12,0.5264000,6.3170000,19.5,JL,8/1/19,38,356A,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
980,0.05,5,44,0.3397000,14.9468000,36.9,JL,8/1/19,44,286F,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
981,0.16,7,6,1.6592000,9.9550000,47.1,JL,8/1/19,43,538,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
982,0.02,4,14,0.1952000,2.7322000,10.5,JL,8/1/19,40,228,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
983,0.03,5,16,0.4852000,7.7630000,39.9,JL,8/1/19,44,375D,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
984,0.02,4,48,0.1260000,6.0480000,13.2,JL,8/1/19,44,343A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
985,0.11,4,14,2.0922000,29.2910000,30.3,JL,8/1/19,44,318,Control,2,2C,T. pratense,NA,NA,NA,treat,2018
986,0.03,4,7,0.5693000,3.9850000,30,JL,8/2/19,45,292A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
987,0.05,4,12,1.7938000,21.5256000,28.5,JL,8/2/19,39,324C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
988,0.03,4,12,0.7417000,8.9000000,22,JL,8/2/19,44,313D,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
989,0.01,2,23,0.3597000,8.2720000,34.8,JL,8/2/19,44,231,Nitrogen,6,6N,T. repens,NA,NA,NA,treat,2018
990,0.02,3,50,0.1489000,7.4433000,7.2,JL,8/2/19,45,729,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
991,0.00,2,10,0.1810000,1.8100000,13.3,JL,8/2/19,39,73A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
992,0.19,4,15,0.1976000,2.9640000,37.7,MH,8/15/19,45,100,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
993,0.09,6,6,3.6710000,22.0260000,41.3,JL,8/2/19,45,538,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
994,0.02,2,25,0.2061000,5.1520000,22.7,MH,8/15/19,45,209,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
995,0.02,3,13,0.0615000,0.7990000,NA,SJ,8/6/19,37,193C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
996,0.04,5,57,0.4047000,23.0660000,36.6,JL,8/2/19,45,231,Nitrogen,6,6N,T. repens,NA,NA,NA,treat,2018
997,0.01,4,21,0.0168000,0.3520000,30.2,SJ,7/31/19,37,209,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
998,0.10,2,45,0.7963000,35.8350000,23.4,SJ,8/19/19,41,861,Control,5,5C,T. repens,NA,NA,NA,treat,2018
999,0.12,3,6,2.6990000,16.1940000,35.7,SJ,8/19/19,45,336A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1000,0.01,2,0,0.0000000,0.0000000,NA,SJ,7/31/19,43,199B,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1001,0.03,3,21,0.1206000,2.5330000,14.7,SJ,7/31/19,43,51B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1002,0.01,3,23,0.0315000,0.7237000,NA,SJ,8/6/19,41,228,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
1003,0.09,6,17,1.0738000,18.2540000,36.7,SJ,7/31/19,42,101A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1004,0.17,6,16,1.4366000,22.9850000,43.6,SJ,7/31/19,43,144A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1005,0.02,3,8,0.0545000,0.4360000,33.7,SJ,7/31/19,43,478,Nitrogen,2,2N,T. repens,NA,NA,NA,treat,2018
1006,NA,NA,NA,NA,NA,NA,NA,7/31/19,37,101A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1007,0.01,3,0,0.0000000,0.0000000,NA,SJ,8/6/19,41,199B,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1008,0.05,3,4,2.2538000,9.0150000,21.8,SJ,8/19/19,41,156,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
1009,0.07,6,16,0.7973000,12.7560000,48.2,MJH,7/31/19,42,16,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1010,0.00,3,12,0.0269000,0.3230000,NA,SJ,8/6/19,37,338D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1011,0.03,4,48,0.1804000,8.6576000,37.7,MJH,7/31/19,43,901,Control,2,2C,T. repens,NA,NA,NA,treat,2018
1012,0.01,3,5,0.2280000,1.1400000,27.2,MJH,7/31/19,37,367A,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
1013,0.06,2,2,0.8960000,1.7920000,38.7,SJ,8/19/19,45,74,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1014,0.01,3,7,0.1789000,1.2520000,12.8,MJH,7/31/19,43,160,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
1015,0.01,2,19,0.0571000,1.0850000,NA,SJ,8/6/19,37,308,Control,6,6C,T. pratense,NA,NA,NA,treat,2018
1016,0.05,3,8,2.6538000,21.2300000,36.8,CA,8/6/19,37,323A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1017,0.01,2,35,0.0353000,1.2343000,NA,SJ,8/19/19,45,180,Control,5,5C,T. repens,NA,NA,NA,treat,2018
1018,0.10,5,9,1.3344000,12.0100000,36.2,SJ,8/1/19,43,34A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1019,0.06,3,23,0.5614000,12.9130000,45.2,SJ,8/19/19,47,153C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1020,0.09,4,5,2.2964000,11.4820000,30.5,SJ,8/1/19,40,40,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
1021,0.07,5,11,0.5714000,6.2850000,34.7,SJ,8/1/19,40,325,Control,4,4C,T. repens,NA,NA,NA,treat,2018
1022,0.04,4,12,0.7675000,9.2100000,33.3,SJ,8/1/19,38,51C,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1023,0.20,7,34,1.3812000,46.9600000,45.6,SJ,8/2/19,45,324D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1024,0.03,3,10,0.8807000,8.8070000,40.6,CA,8/6/19,37,177C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1025,0.03,3,26,0.5687000,14.7850000,33.6,CA,8/6/19,37,116,Nitrogen,1,1N,T. pratense,NA,NA,NA,treat,2018
1026,0.08,5,6,3.9290000,23.5740000,47.1,SJ,8/2/19,44,200A,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
1027,0.06,6,15,2.1165000,31.7470000,35.6,SJ,8/2/19,45,396B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1028,0.16,NA,45,0.9567000,43.0500000,34.1,MH,8/19/19,45,396B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1029,0.03,4,0,0.0000000,0.0000000,40.3,SJ,8/2/19,45,344,Control,6,6C,T. pratense,NA,NA,NA,treat,2018
1030,0.07,4,12,0.7317000,8.7807000,36.4,SJ,8/2/19,41,177C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1031,0.15,NA,38,0.3754000,14.2665000,36.5,MH,8/19/19,45,177C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1032,0.03,3,5,0.0280000,0.1400000,31.7,SJ,8/2/19,45,475,Nitrogen,4,4N,T. repens,NA,NA,NA,treat,2018
1033,0.32,7,12,0.8844000,10.6130000,38.1,SJ,8/2/19,45,301B,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1034,0.06,3,43,0.2658000,11.4289000,40.3,SJ,8/2/19,39,559,Control,4,4C,T. pratense,NA,NA,NA,treat,2018
1035,0.07,5,10,1.4050000,14.0500000,31.4,SJ,8/2/19,45,596,Nitrogen,1,1N,T. repens,NA,NA,NA,treat,2018
1036,0.03,3,11,0.2600000,2.8600000,40.6,SJ,8/2/19,44,55D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1037,0.12,6,21,1.3470000,28.2880000,39.8,SJ,8/2/19,45,16,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1038,0.08,5,25,1.1979000,29.9470000,43.1,SJ,8/2/19,45,87B,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1039,0.05,5,10,2.0570000,20.5700000,34.2,SJ,8/2/19,45,324C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1040,0.02,NA,12,0.3357000,4.0284000,27.2,MH,8/19/19,41,324C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1041,0.11,5,14,2.3166000,32.4320000,36.6,MH,8/3/19,45,87B,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1042,0.11,5,7,6.2300000,43.6100000,38.6,MH,8/3/19,45,200A,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
1043,0.03,3,24,0.0711000,1.7060000,9.9,MH,8/3/19,45,577,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1044,0.08,4,3,0.3813000,1.1440000,37.9,SJ,8/6/19,37,461,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
1045,NA,NA,NA,NA,NA,NA,NA,8/7/19,42,67B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
1046,0.02,4,3,1.6753000,5.0260000,29,MH,8/3/19,42,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
1047,0.04,4,7,0.9817000,6.8720000,48.4,MH,8/3/19,42,493,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
1048,0.06,4,26,0.2205000,5.7330000,41.8,MH,8/7/19,42,55D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1049,0.01,2,20,0.1003000,2.0050000,NA,MH,8/3/19,42,511,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
1050,NA,NA,NA,NA,NA,NA,MH,8/3/19,46,97,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
1051,0.03,4,40,0.0623000,2.4907000,12.8,MH,8/3/19,42,577,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
1052,0.00,NA,NA,NA,NA,NA,MH,8/4/19,NA,415,Control,3,3C,T. repens,NA,NA,NA,treat,2018
1053,NA,NA,NA,NA,NA,NA,MH,8/3/19,46,116,Nitrogen,1,1N,T. pratense,NA,NA,NA,treat,2018
1054,0.03,4,20,0.0924000,1.8480000,14.2,MH,8/3/19,42,97,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
1055,0.11,4,12,2.7298000,32.7570000,39.8,MH,8/3/19,40,110,Control,4,4C,T. repens,NA,NA,NA,treat,2018
1056,0.05,4,23,0.8223000,18.9140000,29.3,MH,8/5/19,42,40,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
1057,0.01,3,40,0.0427000,1.7093000,18.6,MH,8/7/19,38,338D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1058,0.02,4,30,0.2945000,8.8340000,23.9,MH,8/5/19,42,837,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1059,NA,NA,NA,NA,NA,NA,MH,8/5/19,48,175A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
1060,0.02,4,65,0.0383000,2.4923000,16.5,MH,8/5/19,44,125A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,377B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
1062,0.02,4,7,0.6599000,4.6190000,27.3,MH,8/5/19,42,286F,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
1063,0.01,NA,70,0.0700000,4.9023000,NA,MH,8/19/19,NA,228,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
1064,0.09,5,5,2.7000000,13.5000000,38.5,MH,8/5/19,48,336A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
1065,NA,NA,NA,NA,NA,NA,MH,8/5/19,44,318,Control,2,2C,T. pratense,NA,NA,NA,treat,2018
1066,0.15,4,8,0.8265000,6.6120000,46.1,MH,8/5/19,44,324C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1067,0.02,3,3,0.8287000,2.4860000,26.5,MH,8/5/19,44,313D,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
1068,NA,NA,NA,NA,NA,NA,NA,8/7/19,42,729,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
1069,0.03,3,40,0.1791000,7.1653000,11,MH,8/5/19,44,73A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
